Built-up,Distance to Highways,Distance to Major Roads,Slope,Distance to CBD,Distance to MIDC,Distance to Stations,Distance to Hospitals,Distance to Airport
1,840.536,804.984,0.337615,2860.09,21202.2,904.489,150,39376
1,890.449,833.547,1.06752,2855.68,21186.2,964.21,123.693,39371.1
0,1100.23,976.729,3.01696,2850,21124,1203.37,152.971,39352.2
1,1453.99,1256.07,2.71992,2869.04,21028.2,1592.55,94.8683,39324.7
0,161.555,161.555,2.02487,6668.17,20448.5,7470.54,1888.09,39143.3
0,1730.92,1730.92,8.79241,9781.15,20863.3,10830.4,4322.6,39402.5
0,323.11,323.11,3.58425,14359.8,22312.5,15469.6,8854.88,40245.2
0,1542.89,1542.89,5.74985,15973.7,23025.4,17062.6,10475.8,40660.6
0,2817.13,2817.13,9.5202,17407.4,23484.8,19162.7,9094.36,41296.3
0,3343.49,3343.49,26.725,16767.3,22753.5,20878,7250.88,41925.2
0,429.535,429.535,2.45639,6696.39,23744.1,5580.32,1775.08,40404
1,67.082,67.082,0.675206,5537.01,22998.8,4050.44,566.039,40062.4
1,510,510,1.96786,3757.55,21894.3,1381.3,360,39600.8
1,180,180,3.05437,3558.01,21776.7,1051.71,30,39555.9
1,810.555,751.798,1.6876,2835.91,21189.5,842.14,174.929,39351.1
1,982.7,858.021,1.6876,2821.44,21133.6,1051.71,108.167,39333.9
1,1745.68,1471.22,5.00628,2889.52,20929.9,1890.95,152.971,39276.2
0,1459.86,1459.86,17.6623,4778.95,20442.7,5250.34,2165.41,39095.1
0,1850.54,1850.54,13.586,8609.58,20619.4,9600.19,3228.45,39244.6
0,1636.86,1636.86,7.97323,16056.1,23040.5,17142.5,10559.4,40656.1
0,4753.37,4753.37,2.71992,21386.7,25491.2,16392.6,6744.06,51446.2
0,1677.05,1677.05,3.32143,20273.4,25040.5,19129.1,3712.86,49527.5
0,4728.97,4728.97,2.16079,21358.8,25461.7,16374.9,6732.11,51421.1
0,483.735,483.735,0.477454,20049.6,25848.8,22997.8,6308.92,45914.2
0,5454.39,4643.9,2.45639,21810,25674.5,15405.1,7837.98,52067.6
0,764.853,764.853,0.954841,19848.4,25553.4,24088.4,5306.27,46295.4
0,2930.8,2930.8,2.02487,20559.8,25096.5,18205.5,4717.73,50164.5
0,4593.53,4593.53,0,21247.3,25376.1,16460.8,6570.62,51288.5
0,3728.34,3728.34,0.337615,20785.7,25158,17481.8,5423.03,50581.2
1,810,810,3.05437,19741.8,25411.9,23816.1,4939.17,46389.4
1,2026.06,2026.06,5.06231,20234.8,24944,18834,3869.19,49589.7
0,2173.5,2173.5,7.38642,20242.2,24926.1,18720.2,3964.09,49639.9
0,6304.57,3529.31,6.31755,22364.8,25928.4,14208.9,9201.79,52818.6
1,752.396,752.396,2.16079,19675.6,25340.9,23731.7,4856.85,46357.3
0,2052.75,2052.75,5.73026,20176.6,24884.2,18786.1,3829.91,49537.9
0,3998.11,3998.11,1.81752,20797.9,25108.2,17181.9,5648.45,50665.7
0,4905.53,4905.53,1.50953,21390.1,25381.5,15858,7138.36,51554.8
0,5628.26,4360.23,2.38594,21869.2,25633.6,14961.4,8216.39,52201.5
0,6295.86,3245,4.78729,22498.1,25993.7,13945.6,9511.7,52988.9
0,6307.14,2895.58,5.73026,22706.6,26118.9,13641.4,9917.67,53238.4
0,1256.07,1256.07,1.06752,19933.4,24798.6,19356,3139.12,49032.8
0,660,660,3.10963,19596.2,25271.3,23744.9,4889.54,46239.4
0,2200.45,2200.45,13.2387,20118.5,24804,18642,3865.35,49521.3
0,4059.77,4059.77,3.76924,20814.9,25062.1,16882.4,5881.91,50752
0,330,330,2.38594,19742.7,25526.2,23191.8,5979.72,45749.1
0,685.42,685.42,1.72101,19534.6,25181.3,23493.1,4615.03,46328.9
0,2831.15,2831.15,2.63503,20270.4,24838.9,18211.7,4410.82,49850.3
0,6180,3102.21,2.1343,22437.9,25905.3,13798,9568.17,52945.6
1,611.882,611.882,2.16079,19520.1,25181.9,23590.5,4729.45,46242.5
0,3933.78,3933.78,1.90915,20707.1,24980.8,16974,5720.49,50620.3
0,5642.87,4127.04,3.72387,21815.3,25532.5,14727.1,8344.8,52182.7
0,6121.84,3502.94,4.67991,22163.7,25730.5,14156.1,9067.15,52620.1
0,6179.2,2563.2,3.1996,22730.5,26069.8,13322.2,10172.8,53298.1
0,60,60,1.39176,19828,25677.7,22411.8,6681.99,45414.3
0,234.307,234.307,1.90915,19714.2,25514.6,23004.7,6122.5,45627.9
1,577.062,577.062,4.26269,19493.4,25158.6,23595,4740.85,46203.2
0,2032.26,2032.26,2.02487,19972.8,24695.7,18715.7,3622.18,49321.9
0,2188.36,2188.36,10.8901,20016.5,24709.5,18606.3,3762.58,49413.3
0,5989.49,3686.22,1.39176,22023.5,25636,14317.4,8827.6,52455
0,6149.34,2546.29,3.43891,22704.8,26041.4,13301.1,10165.9,53274.2
0,3925.88,3925.88,3.58425,20681.6,24934.5,16865.8,5778.8,50618.7
0,210,210,2.63503,19565.2,25335.8,23347.4,5755.39,45675.6
0,5536.69,4080.44,2.5695,21694.7,25408.8,14674.4,8283.04,52067.5
0,6213.77,1717.35,2.86241,23107.1,26257,12609.3,11025.8,53749.6
0,60,60,2.90182,19704.4,25554.1,22423.2,6613.15,45312.5
0,342.053,342.053,1.50953,19448.3,25170.9,23907.3,5221.47,45861.3
0,1872.78,1872.78,2.45639,19792.5,24557.7,18787.8,3338.64,49082.1
0,2146.83,2146.83,3.64697,19871,24580.5,18584,3594.25,49248.9
0,2991.89,2991.89,0.954841,20123,24667.4,18012.7,4394.56,49743.5
0,3424.86,3424.86,1.72101,20274.2,24717.9,17653,4843.4,50011.8
0,6177.45,1733.26,2.43314,23065.6,26218.5,12607.8,10990.4,53707.5
0,4062.87,4062.87,3.01696,20712.6,24862.2,16383.2,6169.36,50755.6
0,3555.35,3555.35,0.337615,20360.5,24693.5,17146.6,5294.3,50224
0,3639.41,3639.41,1.39176,20412.4,24696.4,16927.7,5504.08,50328.4
0,5861.07,3178.44,2.5695,22029.1,25530.9,13820.1,9205.75,52526.1
0,5239.7,4065.19,3.76924,21426,25175.2,14750.4,8004.32,51781.9
0,5410.41,3936.29,2.36199,21534.3,25234.6,14561.7,8236.63,51920.9
0,30,30,1.39176,19328.6,25087.9,23496.2,5509.72,45547.5
0,1015.14,1015.14,2.63503,19368.4,24331.8,19442.6,2388.35,48317.6
0,3149.86,3149.86,1.06752,20003,24504.9,17761.8,4467.68,49684.6
0,5389.66,3912.56,0.754894,21507.6,25205.6,14543.1,8229.25,51896.4
0,6195.49,1025.28,3.43891,23301.6,26300.1,12011.1,11634.9,53992.5
0,60,60,0.754894,19271,25015.5,23670.5,5331.31,45587.4
0,3591.24,3591.24,1.21712,20348.3,24615.9,16828.8,5526.84,50285.3
0,6147.58,1072.05,1.35022,23242.7,26249.9,12028.3,11570.7,53931.7
0,657.951,657.951,2.05278,19227.9,24270.9,19741.5,2100.21,48019.3
0,1098.59,1098.59,1.72101,19319.7,24272.7,19357.9,2371.71,48294.3
0,1298.35,1298.35,2.38594,19368.9,24278.2,19179.5,2535.13,48426.4
0,3302.18,3302.18,1.6876,20131.1,24510.6,17297.5,4987.04,49952.5
0,5218.62,3957.84,1.21712,21372.5,25102.6,14647.8,8040.06,51743.1
0,5730.08,3461.33,0.754894,21720.7,25297.7,14062.4,8769.55,52181.1
0,6138.87,1005.78,4.52023,23252.3,26244.5,11966.1,11624.7,53945.6
0,300,300,5.88513,19421.8,25269.7,22473.4,6442.74,45091.7
0,5700.32,3469.9,3.1996,21680.1,25260.6,14066.4,8733.66,52139.2
0,3287.02,3287.02,2.16079,20103.2,24462.1,17189.5,5047.23,49950.1
0,6082.31,980.867,3.18181,23203.1,26188.9,11921.2,11614.8,53898.7
0,3093.64,3093.64,1.72101,19941.8,24383.3,17484.2,4648.35,49700.2
0,3669.58,3669.58,1.72101,20352,24547,16485.9,5796.52,50365.1
0,4094.97,4094.97,4.39338,20610.2,24665.2,15908.9,6453.84,50747.3
0,1824.09,1824.09,0.954841,19367.6,24179.8,18717.8,2853.94,48605.1
0,283.019,283.019,0.337615,18950.1,24587.1,22995.1,4186.69,45877.2
0,3375.23,3375.23,2.38594,20138.1,24420.7,16835.3,5351.78,50069
0,5691.55,1963.8,2.1343,22461.4,25677.3,12687.3,10416.7,53087
0,201.246,201.246,7.80418,19091.7,24855.2,23464.9,5426.77,45325.1
0,42.4264,42.4264,4.43182,18963.4,24642.7,23307,4557.73,45682.8
0,295.466,295.466,2.38594,18877.1,24499.6,22840.4,4025.48,45882.6
0,715.612,715.612,0.754894,19029.2,24060.5,19547,1932.15,47863.8
0,3945.09,3945.09,3.84367,20464.7,24530.7,15917.3,6333.7,50597.5
0,4057.44,4057.44,4.07259,20535,24564.1,15767.4,6506.96,50698.3
0,4815.44,3931.03,1.6876,21024,24812.2,14808.8,7640.76,51363.7
0,2922.19,2922.19,1.96786,19771.3,24224.6,17413,4506.99,49525.3
0,4390.47,4172.59,3.32143,20739.2,24649.1,15279.5,7050.51,50995.5
0,684.763,684.763,1.39176,18969.9,24000.5,19503.3,1878.3,47811.2
0,4123.12,4123.12,1.21712,20551.8,24540,15584.4,6665.2,50749.9
0,5460.33,3212.1,4.39338,21542.2,25071.6,13798.3,8831.27,52034.2
0,5874.56,924.175,1.21712,23014,25983.1,11785.3,11552.8,53716
0,6268.28,42.4264,0.754894,23580.2,26360.5,11160.2,12503.4,54321.6
0,391.152,391.152,2.45639,18892.9,23974.8,19709.6,1727.02,47626.8
0,5507.27,2071.96,0.954841,22206.1,25455.9,12758.5,10154.9,52821.7
0,5524.24,1974.08,1.6876,22270.4,25495.7,12670.7,10273.4,52894.9
0,5639.12,1506.59,1.96786,22581.9,25691.8,12261.2,10836.4,53245
0,5660.79,1431.22,3.10963,22632,25723.8,12197.8,10925.3,53300.6
0,602.993,602.993,2.26364,19140.5,24999.3,22374.6,6417.83,44790
0,510,510,12.8888,19097.8,24939.6,22583,6214.85,44865.3
0,375.899,375.899,3.52041,18863.2,23944.8,19688.1,1698.38,47600.5
0,1075.41,1075.41,1.6876,18989.6,23942.3,19132.9,2089.69,47991.7
0,5882.83,740.945,1.6876,23069.4,25996.2,11619.9,11722.5,53782.1
0,641.327,641.327,3.1996,19123.8,24987.9,22311.4,6468.46,44740.6
0,2532.11,2532.11,20.1769,19397.2,24018.5,17852.5,3636.07,48950
0,5410.07,2363.15,1.50953,21949.3,25272.9,13007.5,9760.38,52537.2
0,5551.95,1572.93,2.38594,22465.4,25593.4,12304.3,10708.7,53123.7
0,6011.76,371.079,3.84367,23274.6,26121,11340,12104.9,54004.6
0,483.735,483.735,22.944,18981.7,24799.4,22873.5,5909.62,44918.4
0,375.899,375.899,2.16079,18666.7,24246.5,22400.2,3568.99,45889.9
0,271.662,271.662,3.84367,18719.7,23910.1,20154.2,1574.07,47208.5
0,5370,2696.16,0.477454,21707.1,25114.4,13305.8,9341.18,52260
0,5370,2646.13,2.88218,21737.7,25132.6,13260,9400.35,52296.1
0,5466.01,1776.09,3.52041,22292.1,25471.8,12478,10437.2,52934
0,2599.46,2599.46,23.8727,19456.3,23999.4,17550,3994.62,49118.6
0,5313.05,3028.66,2.90182,21470.4,24961.9,13610.7,8922.16,51984.8
0,2397.19,2397.19,11.8048,19247.4,23907.2,17930.3,3380.96,48748.7
0,3203.4,3203.4,4.05866,19908.7,24145.4,16551.3,5402.42,49899.5
0,4959.08,3528.54,2.02487,20999.4,24681.8,14328.3,8001.85,51412
0,5286.22,3324.05,2.88218,21196.4,24791.3,13992.9,8414.77,51658.4
0,6184.66,150,1.81752,23528.1,26258.3,10925.9,12629.4,54278.7
0,94.8683,94.8683,3.1996,18683.4,23800.9,19749.5,1494.59,47354.4
0,2954.66,2954.66,0.954841,19736.3,24057.1,16874.3,4991.37,49645.3
0,3430.12,3430.12,1.50953,20032.8,24181.5,16176.9,5799.4,50106.1
0,5250,3120.58,0.954841,21315,24844.8,13737.5,8705.02,51811.7
0,127.279,127.279,0.754894,18661.1,23769.2,19685.9,1477.33,47356.5
0,844.808,844.808,1.21712,18781.2,23760.5,19123,1836.63,47746.7
0,2135.91,2135.91,2.1343,19027.1,23777.4,18203.3,2861.5,48394.3
0,4285.91,3823.68,2.71992,20544,24395.2,14961.1,7160.2,50852.2
0,4454.97,3716.37,1.6876,20648.5,24449.4,14763.4,7395.65,50990.3
0,684.105,684.105,3.01696,18697.2,23700,19182.4,1698.38,47621.2
0,4928.86,3394.38,0,20920.9,24581,14208.9,8039.33,51349.8
0,254.558,254.558,2.05278,18455.2,24034.5,22245.4,3454.69,45711.2
0,5278.04,1580.92,2.1343,22165.9,25305.7,12268.6,10497.2,52823.8
0,2175.98,2175.98,1.39176,18954.2,23691.4,18095.8,2871.39,48347.5
0,2485.84,2485.84,18.1309,19335.7,23815.2,17220.2,4174.21,49083.4
0,5103.18,2874.06,1.81752,21288.2,24760.8,13479.8,8888.56,51816.3
0,816.088,816.088,13.378,18774.5,24623,22544.6,6137.11,44557.6
0,123.693,123.693,0.754894,18434,24069.4,22609.9,3908.99,45446.9
0,408.044,408.044,3.33847,18448,23642,19988.3,1312.14,46955.7
0,400.25,400.25,4.10029,18566.3,23611.5,19305.2,1477.33,47411.6
0,2057.79,2057.79,1.21712,18896.3,23653.9,18150.6,2751.18,48260.4
0,635.689,635.689,3.37229,18583.7,24353.7,23436.3,5253.34,44864.3
0,108.167,108.167,2.45639,18373.3,23967.1,22283.7,3532.36,45579.6
0,1726.76,1726.76,2.5695,18791.7,23606.1,18344.1,2449,48067.2
0,967.471,967.471,12.4894,18765.6,24634.8,22299.5,6360.07,44415
0,3265.59,3265.59,0.675206,19821.5,23949.8,16026.5,5772.56,49923.2
0,5010,2910.15,3.37229,21120.7,24623,13566.7,8697.41,51636.6
0,5043.21,2288.27,0.477454,21564,24884,12886.9,9559.46,52159.9
0,5262.41,1171.54,1.21712,22301.7,25342.8,11881.3,10899.6,52989.9
0,523.927,523.927,4.11408,18271.6,23684.9,21085.6,2163.33,46166.9
0,216.333,216.333,2.02487,18390.3,23538.4,19709.6,1201.5,47017.2
0,4115.36,3649.66,0.754894,20341.6,24183.7,14868.8,7092.26,50663.1
0,5079.93,1722.85,0.754894,21892.2,25072,12367.1,10210.8,52539.3
0,657.951,657.951,1.6876,18250.9,23612.3,20771.1,1832.21,46313.5
0,5016.01,1905.41,1.21712,21736.7,24963.2,12527.8,9968.9,52368.4
0,606.712,606.712,2.43314,18387.7,24114.5,23240.9,4729.45,44950.3
0,2163.33,2163.33,21.5442,19022.6,23591.8,17368.7,3661.97,48676.5
0,5767.89,108.167,1.81752,23114.9,25843.7,10783.7,12382.6,53867.7
0,797.12,797.12,3.1996,18445.8,24223.7,23361.5,5278.04,44702.8
0,4920,2418.12,1.6876,21336.4,24695,12996.8,9306.43,51919
0,5437.37,408.044,1.39176,22692.5,25549.6,11204.5,11722.7,53424.2
0,5965.85,30,2.45639,23351.1,25993.4,10490.7,12752.3,54114.7
0,469.574,469.574,0.754894,18261,23936.6,22770.2,4191.53,45109.3
0,523.927,523.927,2.26364,18157.2,23535.3,20802.7,1872.78,46179.3
0,4860.83,2736.42,2.43314,21035.3,24505.1,13404.2,8766.78,51570.1
0,30,30,1.01275,18143.8,23703.1,21894.5,3150.14,45526.7
1,1920,1920,5.52021,18721.4,23430.3,17812.2,2869.04,48177.4
0,2858.04,2858.04,0.675206,19499.1,23705,16274.9,5324.56,49540.4
0,4922.19,1689.08,1.96786,21733.9,24910.6,12313.2,10134.5,52384.2
0,127.279,127.279,0.477454,18140.3,23747.4,22207.5,3540.13,45323.8
0,590.931,590.931,6.72137,18176.4,23374,19824.8,1055.13,46703
0,30,30,4.31545,18244.6,23349.3,19390.5,1072.05,46987.4
0,1140,1140,2.43314,18438.9,23346.2,18549.9,1838.83,47573.7
1,1890,1890,2.36199,18685,23398.3,17808.9,2830.19,48136.3
0,2087.1,2087.1,19.8587,18942.1,23483.6,17200.2,3741.71,48638
0,5807.93,123.693,3.10963,23187.2,25848,10517.1,12632.6,53949.2
0,2001.92,2001.92,4.10029,18861.7,23436.3,17288.4,3560.41,48517.4
0,657.951,657.951,1.6876,18162.5,23858.1,22843.9,4337.57,44927.3
0,60,60,3.1996,18181.2,23290.2,19370.3,1005.78,46920.3
0,1756.47,1756.47,3.94548,18526.4,23312.5,18040,2418.68,47869.5
1,1830,1830,2.86241,18626.8,23338.4,17763.4,2809.13,48084.8
0,3567.86,3567.86,3.10963,19894.9,23834.5,15194.3,6521.05,50157
0,3733.52,3584.22,3.58425,19996,23884.3,14990.5,6758.53,50294.3
0,4530.4,3099.31,3.63139,20465.4,24129,14112.8,7799.31,50904.1
0,5056.49,865.332,1.21712,22183.6,25158.1,11564.5,11051.8,52891.7
0,873.613,873.613,0.675206,18214.9,23967.4,23313.9,4918.72,44663.4
0,1143.55,1143.55,0.675206,18350.6,23256.3,18484.3,1790.47,47495.6
1,1800,1800,6.72137,18575.8,23302.3,17799.5,2714.3,48012.8
1,1802.25,1802.25,0.337615,18627.5,23317.3,17662.5,2912.47,48121.2
0,4586.08,3032.23,4.05866,20481.2,24123,14021.6,7885.04,50932.8
0,4728.69,2884.53,4.69197,20638.9,24210.1,13751,8212.83,51127.8
0,5108.99,657.951,1.96786,22299.1,25220.9,11371,11288.4,53019.3
0,5749.52,67.082,0.337615,23135.6,25779.4,10429,12550.8,53899.8
0,174.929,174.929,1.39176,17970.1,23409.2,21030.2,2174.95,45818.3
0,494.773,494.773,3.76924,17992.5,23317.5,20390.1,1452.45,46194.6
0,729.932,729.932,2.05278,18244,23220.3,18753.7,1429.02,47261.4
1,1770,1770,2.26364,18576,23280.7,17698.3,2817.61,48049
1,1772.29,1772.29,1.90915,18598.5,23287.4,17639.7,2903.03,48095.5
0,1812.46,1812.46,1.81752,18676.2,23312.1,17446.3,3189.61,48251.7
0,4302.15,3152.86,5.39642,20301,24011.1,14278,7553.81,50714.8
0,5039.02,732.393,3.1996,22204.6,25147.5,11436.3,11166.3,52920.4
1,1740,1740,5.95158,18517.6,23242.4,17754.2,2694.33,47961.3
0,2061.29,2061.29,20.7455,18907.5,23367.5,16861,4054.44,48703
0,4666.33,2817.45,1.39176,20601,24160.5,13691.9,8236.08,51097.4
0,5964.87,362.491,1.96786,23373.2,25920.9,10096.6,12594.9,54145.8
0,1183.77,1183.77,21.4655,18251.9,24073.9,22918.3,5642.87,44294.2
0,931.451,931.451,2.02487,18112.4,23858.3,23188.4,4813.85,44615.6
0,218.403,218.403,2.78189,17944.4,23527.1,21907.5,3260.08,45260.4
0,1850.54,1850.54,11.4854,18709.3,23284,17190.4,3492.52,48374.2
0,5832.05,201.246,5.13969,23235.6,25814.9,10186.8,12522.8,54006
0,268.328,268.328,5.15065,18073.8,23133.3,19050.6,1008.02,46933.5
0,1706.58,1706.58,2.86241,18565.6,23214.6,17435.2,3078.47,48128
0,5246.66,94.8683,4.39338,22560.7,25346.2,10863.2,11877.7,53307.1
0,2093.13,2093.13,24.5354,18907.5,23306.6,16626,4301.31,48772.7
0,2689.31,2689.31,3.47174,19269.7,23447.4,16017.1,5337.3,49349
0,4671.72,1464.79,0.337615,21558.5,24687.8,12069.1,10199.9,52227.3
0,5100,300,1.4321,22374,25210.9,11030.9,11606.2,53112
0,1449.03,1449.03,2.71992,18248.2,23087.5,18106.8,2033.37,47521
0,1653.27,1653.27,3.47174,18515.6,23157.4,17370,3092.33,48092.5
0,1465.4,1465.4,25.8925,18287.8,24174.9,22160.7,6370.82,43906.8
0,2568.11,2568.11,3.94548,19169.8,23369.7,16034.9,5209.99,49232.4
0,1314.88,1314.88,1.50953,18088,23905,22995.3,5533.19,44189
1,432.666,432.666,7.72541,17818.3,23440.2,22080.1,3547.75,44986.2
0,2658.01,2658.01,1.6876,19208.4,23368,15908.9,5384.39,49307.7
0,436.807,436.807,1.72101,17824.2,23011.3,19536.5,692.604,46413.7
0,1985.67,1985.67,24.1263,18793.8,23187.4,16530.2,4281.18,48671.9
0,2464.02,2464.02,1.21712,19081.3,23296.9,16036.6,5112.78,49132.6
0,4038.54,3005.4,2.16079,20018.9,23741.8,14272.5,7379.57,50432.4
1,534.135,534.135,7.21067,17766,23398.6,22116.6,3625.16,44894.3
1,483.735,483.735,6.80409,17758.5,23381.3,22044.3,3536.57,44931.7
0,30,30,3.10963,17700.6,23130,20789.2,1992.23,45616
1,335.41,335.41,3.38907,17895.8,22953.3,18925.2,870,46776.2
0,1455.23,1455.23,3.43891,18233.9,22989.7,17714.2,2423.32,47647.5
0,2113.67,2113.67,8.84251,18864.4,23193.3,16326.5,4573.6,48810.1
0,4436.05,2643.07,1.6876,20347.5,23905,13629.4,8124.46,50850.9
0,1073.31,1073.31,4.52023,17832.2,23554.4,22805,4480.36,44513.4
0,1418.91,1418.91,1.06752,18197.6,22958,17712.1,2386.65,47606.3
0,2550,2550,2.05278,19102.5,23269.6,15868.1,5313.98,49199.5
0,4406.22,2118.14,0,20823,24163.6,12804.2,9109.78,51422.5
0,1604.65,1604.65,17.2828,18141.7,24031.9,22148.5,6355.61,43766.9
0,1465.09,1465.09,14.1295,18003.7,23839.2,22806.5,5698.58,44010.1
1,536.656,536.656,5.87557,17698.7,23322.4,22008.6,3526.37,44877.1
0,150,150,0.754894,17640,23093.6,20891.4,2147.04,45482.4
1,240,240,2.1343,17819.1,22895.7,18970.3,745.185,46665.4
0,913.893,913.893,5.57096,17935.1,22891,18455.5,1328.5,47019.1
0,1358.31,1358.31,1.06752,18126.2,22918.4,17811.6,2204.95,47488.2
0,1679.2,1679.2,13.3265,18530.1,23040.5,16810.7,3704.12,48289
0,742.765,742.765,1.39176,17663,23316.9,22191,3784.52,44710.7
1,247.386,247.386,3.84367,17759.7,22835.7,18929,700.357,46613
0,3291.4,3291.4,2.63503,19512.2,23406.5,14911,6529.95,49822.6
0,1499.4,1499.4,5.42764,17835.8,23649.6,23051.2,5418.72,44001.1
0,912.414,912.414,1.01275,17621.6,23295.5,22302.1,3955.68,44582.1
0,268.328,268.328,1.39176,17700.3,22775.7,18887.8,657.951,46560.6
0,1537.92,1537.92,15.8743,17811.6,23628.9,23014.7,5446.22,43961.9
0,590.931,590.931,0.754894,17510.2,23067,21438.2,2910.46,44994.7
0,551.543,551.543,3.58425,17472.5,23007.8,21276.7,2728.02,45045.1
0,3785.83,2824.62,11.727,19723.9,23450.9,14231.3,7240.51,50143.2
0,4194.21,2414.95,2.1343,20153.2,23682.3,13471.1,8139.35,50676.2
0,5018.26,301.496,3.47174,22395.4,25074.3,10373.8,11921.8,53158.1
0,579.396,579.396,2.45639,17656.7,22681,18608.3,859.069,46628.9
0,1253.2,1253.2,2.71992,18115.8,22761.1,17133.4,2932.18,47713.3
0,4194.21,1531.18,1.39176,20976.1,24149.6,12132.7,9756.64,51637.5
0,323.11,323.11,1.90915,17400.1,22843.9,20671.4,2007.31,45307.3
0,2526.06,2526.06,2.78189,18967.3,23052.7,15476.3,5589.75,49144.4
0,5317.79,192.094,15.7312,22727.8,25277.5,9918.57,11985.1,53501.6
0,577.062,577.062,3.9311,17377.5,22895.3,21102.8,2567.59,45029.2
0,256.32,256.32,1.72101,17372.6,22784.1,20465,1765.67,45387.9
0,1672.75,1672.75,12.6213,18453.4,22829.7,16244.9,4240.63,48369.8
0,3463.02,2906.91,3.37229,19494,23286.5,14468.3,6906.52,49877.3
0,4134.56,1482.19,5.60118,20926.1,24093.1,12096.3,9754.61,51590.4
0,1006.23,1006.23,2.16079,17766.6,22605.6,17800,1849.81,47077.1
0,1385.21,1385.21,23.7368,18235.1,22739,16597.5,3640.03,48019.7
0,4335.49,658.635,1.06752,21500.6,24439.6,11258.8,10803.4,52223.3
0,5503.43,523.927,11.9273,22914.4,25384.1,9635.04,12014.2,53691.8
0,531.601,531.601,1.39176,17311.7,22795.8,20852.2,2292.6,45093.6
0,30,30,0.954841,17440.6,22577.9,19032.1,256.32,46188
0,4021.79,2012.46,1.06752,20328.1,23711.1,12889.1,8733.3,50917.9
0,5833.67,1018.68,8.15901,23226.9,25591.9,9286.1,12126.7,54005.5
0,1854.43,1854.43,8.077,17705.2,23571.7,22468.6,5943.71,43575.3
0,456.946,456.946,1.50953,17280,22732.8,20644.3,2050.78,45173.1
0,335.41,335.41,5.2267,17462.8,22535.8,18723.9,523.927,46351
0,540.833,540.833,4.38049,17518.4,22530.5,18461.4,865.852,46528
0,1176.52,1176.52,5.75962,18037.2,22633.3,16862.5,3156.99,47712.6
0,1195.49,1195.49,5.05115,18054.2,22639.1,16823.2,3216.86,47744.5
0,1382.93,1382.93,10.4829,18224.3,22693,16455.8,3785.83,48049.9
0,4020,1716.04,0.337615,20572.3,23840.6,12453.6,9242.39,51205.3
0,5186.53,241.868,17.4249,22597.3,25143.4,9870.73,11854.6,53371.6
0,94.8683,94.8683,2.88218,17312.5,22554,19487.9,597.746,45820.6
0,445.982,445.982,1.4321,17460,22502.4,18571.7,684.105,46413.1
0,4019.66,2334.61,15.6128,19852.3,23415.1,13559.5,7892.05,50364.4
0,4859.35,240,1.90915,22250.3,24896.5,10203.6,11720.8,53017.3
0,5857.3,1154.51,21.0142,23237.7,25568.9,9141,12077.2,54017.8
0,1739.22,1739.22,21.3313,17469.2,23267.5,23132.3,5161.4,43788.8
0,1659.52,1659.52,0.954841,17419.8,23190,22881.5,4861.48,43906.2
0,1484.92,1484.92,2.38594,17352.6,23080.6,22507.6,4411.63,44085.6
0,994.083,994.083,1.96786,17844.6,22509.7,17054.3,2762.61,47430.2
0,3138.69,2905.05,5.42764,19212.9,23051,14613.1,6631.09,49573.8
0,3930,1698.38,2.5695,20448.1,23726.6,12475.3,9150.79,51079
0,4986.23,30,6.01728,22393.8,24970.8,9950.1,11721.1,53166.4
0,5135.61,228.473,15.8224,22547.6,25075.8,9784.46,11773.8,53323
0,408.044,408.044,1.39176,17164.4,22565,20263.7,1652.45,45241.3
0,3498.57,2634.54,10.2886,19388.6,23123.9,14207.1,7080.57,49812.3
0,1463.86,1463.86,2.63503,17281.1,23001.3,22399.5,4320.42,44067.1
0,1113.64,1113.64,3.70862,17215.1,22876.5,21930,3750.48,44301
1,67.082,67.082,0.337615,17247.5,22403.2,19001.8,67.082,45972.4
0,362.491,362.491,4.05866,17350.9,22381.6,18446,722.496,46338.3
0,360,360,2.5695,17128.6,22442.9,19759.2,1050.43,45463.4
0,201.246,201.246,3.81407,17168.3,22400.3,19344.9,510.882,45716.8
1,0,0,0.477454,17207.5,22377.5,19049.6,123.693,45902.8
1,0,0,2.1343,17232.1,22368.1,18892,94.8683,46004.1
0,295.466,295.466,3.58425,17307.2,22352.9,18491.6,630.714,46267.8
0,3824.26,2039.34,3.52041,19901.6,23370.2,13175,8250.05,50460.3
0,4403.06,67.082,0.954841,21741.4,24499.3,10558.5,11472.5,52496.5
0,5644.15,968.401,11.9947,23028.9,25378.3,9161.06,11908.3,53808.5
0,874.643,874.643,1.72101,17728.9,22390.1,16965.6,2760,47328.2
0,2731.48,2731.48,3.05437,18923,22845.8,14854.6,6210,49232.9
0,1086.65,1086.65,4.26269,17072.3,22660.3,21339.8,3090.15,44498.2
0,764.853,764.853,3.84367,17041.3,22524.2,20664.3,2250.2,44864.8
0,1509.87,1509.87,25.831,18203,22523.5,15874.1,4410.1,48192.7
0,5430.58,721.249,7.7182,22826,25213.3,9270.83,11781.6,53604.6
0,1113.64,1113.64,1.6876,17058.8,22675.3,21517.6,3330.54,44368.6
0,1110.41,1110.41,1.35022,17054.4,22664,21468.6,3270.55,44394.1
1,42.4264,42.4264,1.81752,17098.6,22253.4,18902.9,94.8683,45841
0,1060.24,1060.24,4.38049,16966.6,22519.5,21044.1,2792.58,44546.6
